CNES;NOME_FANTASIA;NIVEL_REFERENCIA;CD_SETOR;POPULACAO;POPULACAO_INFANTIL;POPULACAO_IDOSA;ALTA_INFANTIL;ALTA_IDOSA;SERVICOS_DISPONIVEL;MOTIVO
978841.0;CENTRO DE SAUDE DIVINEIA;I;211130005001578;662;60.0;60.0;True;False;"atenção básica; clínica geral; enfermagem";Falta atendimento infantil
978841.0;CENTRO DE SAUDE DIVINEIA;I;211130005001578;662;60.0;60.0;True;False;"atenção básica; clínica geral; enfermagem";Falta atendimento infantil
978841.0;CENTRO DE SAUDE DIVINEIA;I;211130005001578;662;60.0;60.0;True;False;"atenção básica; clínica geral; enfermagem";Falta atendimento infantil
978841.0;CENTRO DE SAUDE DIVINEIA;I;211130005001578;662;60.0;60.0;True;False;"atenção básica; clínica geral; enfermagem";Falta atendimento infantil
978841.0;CENTRO DE SAUDE DIVINEIA;I;211130005001578;662;60.0;60.0;True;False;"atenção básica; clínica geral; enfermagem";Falta atendimento infantil
978841.0;CENTRO DE SAUDE DIVINEIA;I;211130005001578;662;60.0;60.0;True;False;"atenção básica; clínica geral; enfermagem";Falta atendimento infantil
978841.0;CENTRO DE SAUDE DIVINEIA;I;211130005001578;662;60.0;60.0;True;False;"atenção básica; clínica geral; enfermagem";Falta atendimento infantil
978841.0;CENTRO DE SAUDE DIVINEIA;I;211130005001578;662;60.0;60.0;True;False;"atenção básica; clínica geral; enfermagem";Falta atendimento infantil
978841.0;CENTRO DE SAUDE DIVINEIA;I;211130005001578;662;60.0;60.0;True;False;"atenção básica; clínica geral; enfermagem";Falta atendimento infantil
978841.0;CENTRO DE SAUDE DIVINEIA;I;211130005001578;662;60.0;60.0;True;False;"atenção básica; clínica geral; enfermagem";Falta atendimento infantil
978841.0;CENTRO DE SAUDE DIVINEIA;I;211130005001578;662;60.0;60.0;True;False;"atenção básica; clínica geral; enfermagem";Falta atendimento infantil
978841.0;CENTRO DE SAUDE DIVINEIA;I;211130005001578;662;60.0;60.0;True;False;"atenção básica; clínica geral; enfermagem";Falta atendimento infantil
978841.0;CENTRO DE SAUDE DIVINEIA;I;211130005001578;662;60.0;60.0;True;False;"atenção básica; clínica geral; enfermagem";Falta atendimento infantil
978841.0;CENTRO DE SAUDE DIVINEIA;I;211130005001578;662;60.0;60.0;True;False;"atenção básica; clínica geral; enfermagem";Falta atendimento infantil
978841.0;CENTRO DE SAUDE DIVINEIA;I;211130005001578;662;60.0;60.0;True;False;"atenção básica; clínica geral; enfermagem";Falta atendimento infantil
978841.0;CENTRO DE SAUDE DIVINEIA;I;211130005001578;662;60.0;60.0;True;False;"atenção básica; clínica geral; enfermagem";Falta atendimento infantil
978841.0;CENTRO DE SAUDE DIVINEIA;I;211130005001578;662;60.0;60.0;True;False;"atenção básica; clínica geral; enfermagem";Falta atendimento infantil
978841.0;CENTRO DE SAUDE DIVINEIA;I;211130005001578;662;60.0;60.0;True;False;"atenção básica; clínica geral; enfermagem";Falta atendimento infantil
978841.0;CENTRO DE SAUDE DIVINEIA;I;211130005001578;662;60.0;60.0;True;False;"atenção básica; clínica geral; enfermagem";Falta atendimento infantil
978841.0;CENTRO DE SAUDE DIVINEIA;I;211130005001578;662;60.0;60.0;True;False;"atenção básica; clínica geral; enfermagem";Falta atendimento infantil
978841.0;CENTRO DE SAUDE DIVINEIA;I;211130005001578;662;60.0;60.0;True;False;"atenção básica; clínica geral; enfermagem";Falta atendimento infantil
978841.0;CENTRO DE SAUDE DIVINEIA;I;211130005001578;662;60.0;60.0;True;False;"atenção básica; clínica geral; enfermagem";Falta atendimento infantil
978841.0;CENTRO DE SAUDE DIVINEIA;I;211130005001578;662;60.0;60.0;True;False;"atenção básica; clínica geral; enfermagem";Falta atendimento infantil
978841.0;CENTRO DE SAUDE DIVINEIA;I;211130005001578;662;60.0;60.0;True;False;"atenção básica; clínica geral; enfermagem";Falta atendimento infantil
978841.0;CENTRO DE SAUDE DIVINEIA;I;211130005001578;662;60.0;60.0;True;False;"atenção básica; clínica geral; enfermagem";Falta atendimento infantil
978841.0;CENTRO DE SAUDE DIVINEIA;I;211130005001578;662;60.0;60.0;True;False;"atenção básica; clínica geral; enfermagem";Falta atendimento infantil
978841.0;CENTRO DE SAUDE DIVINEIA;I;211130005001578;662;60.0;60.0;True;False;"atenção básica; clínica geral; enfermagem";Falta atendimento infantil
978841.0;CENTRO DE SAUDE DIVINEIA;I;211130005001578;662;60.0;60.0;True;False;"atenção básica; clínica geral; enfermagem";Falta atendimento infantil
978841.0;CENTRO DE SAUDE DIVINEIA;I;211130005001578;662;60.0;60.0;True;False;"atenção básica; clínica geral; enfermagem";Falta atendimento infantil
978841.0;CENTRO DE SAUDE DIVINEIA;I;211130005001578;662;60.0;60.0;True;False;"atenção básica; clínica geral; enfermagem";Falta atendimento infantil
978841.0;CENTRO DE SAUDE DIVINEIA;I;211130005001578;662;60.0;60.0;True;False;"atenção básica; clínica geral; enfermagem";Falta atendimento infantil
978841.0;CENTRO DE SAUDE DIVINEIA;I;211130005001578;662;60.0;60.0;True;False;"atenção básica; clínica geral; enfermagem";Falta atendimento infantil
978841.0;CENTRO DE SAUDE DIVINEIA;I;211130005001578;662;60.0;60.0;True;False;"atenção básica; clínica geral; enfermagem";Falta atendimento infantil
978841.0;CENTRO DE SAUDE DIVINEIA;I;211130005001578;662;60.0;60.0;True;False;"atenção básica; clínica geral; enfermagem";Falta atendimento infantil
978841.0;CENTRO DE SAUDE DIVINEIA;I;211130005001578;662;60.0;60.0;True;False;"atenção básica; clínica geral; enfermagem";Falta atendimento infantil
978841.0;CENTRO DE SAUDE DIVINEIA;I;211130005001578;662;60.0;60.0;True;False;"atenção básica; clínica geral; enfermagem";Falta atendimento infantil
978841.0;CENTRO DE SAUDE DIVINEIA;I;211130005001578;662;60.0;60.0;True;False;"atenção básica; clínica geral; enfermagem";Falta atendimento infantil
978841.0;CENTRO DE SAUDE DIVINEIA;I;211130005001578;662;60.0;60.0;True;False;"atenção básica; clínica geral; enfermagem";Falta atendimento infantil
978841.0;CENTRO DE SAUDE DIVINEIA;I;211130005001578;662;60.0;60.0;True;False;"atenção básica; clínica geral; enfermagem";Falta atendimento infantil
978841.0;CENTRO DE SAUDE DIVINEIA;I;211130005001578;662;60.0;60.0;True;False;"atenção básica; clínica geral; enfermagem";Falta atendimento infantil
978841.0;CENTRO DE SAUDE DIVINEIA;I;211130005001578;662;60.0;60.0;True;False;"atenção básica; clínica geral; enfermagem";Falta atendimento infantil
978841.0;CENTRO DE SAUDE DIVINEIA;I;211130005001578;662;60.0;60.0;True;False;"atenção básica; clínica geral; enfermagem";Falta atendimento infantil
978841.0;CENTRO DE SAUDE DIVINEIA;I;211130005001578;662;60.0;60.0;True;False;"atenção básica; clínica geral; enfermagem";Falta atendimento infantil
978841.0;CENTRO DE SAUDE DIVINEIA;I;211130005001578;662;60.0;60.0;True;False;"atenção básica; clínica geral; enfermagem";Falta atendimento infantil
978841.0;CENTRO DE SAUDE DIVINEIA;I;211130005001578;662;60.0;60.0;True;False;"atenção básica; clínica geral; enfermagem";Falta atendimento infantil
978841.0;CENTRO DE SAUDE DIVINEIA;I;211130005001578;662;60.0;60.0;True;False;"atenção básica; clínica geral; enfermagem";Falta atendimento infantil
978841.0;CENTRO DE SAUDE DIVINEIA;I;211130005001578;662;60.0;60.0;True;False;"atenção básica; clínica geral; enfermagem";Falta atendimento infantil
978841.0;CENTRO DE SAUDE DIVINEIA;I;211130005001578;662;60.0;60.0;True;False;"atenção básica; clínica geral; enfermagem";Falta atendimento infantil
978841.0;CENTRO DE SAUDE DIVINEIA;I;211130005001578;662;60.0;60.0;True;False;"atenção básica; clínica geral; enfermagem";Falta atendimento infantil
978841.0;CENTRO DE SAUDE DIVINEIA;I;211130005001578;662;60.0;60.0;True;False;"atenção básica; clínica geral; enfermagem";Falta atendimento infantil
978841.0;CENTRO DE SAUDE DIVINEIA;I;211130005001578;662;60.0;60.0;True;False;"atenção básica; clínica geral; enfermagem";Falta atendimento infantil
978841.0;CENTRO DE SAUDE DIVINEIA;I;211130005001578;662;60.0;60.0;True;False;"atenção básica; clínica geral; enfermagem";Falta atendimento infantil
978841.0;CENTRO DE SAUDE DIVINEIA;I;211130005001578;662;60.0;60.0;True;False;"atenção básica; clínica geral; enfermagem";Falta atendimento infantil
978841.0;CENTRO DE SAUDE DIVINEIA;I;211130005001578;662;60.0;60.0;True;False;"atenção básica; clínica geral; enfermagem";Falta atendimento infantil
978841.0;CENTRO DE SAUDE DIVINEIA;I;211130005001578;662;60.0;60.0;True;False;"atenção básica; clínica geral; enfermagem";Falta atendimento infantil
978841.0;CENTRO DE SAUDE DIVINEIA;I;211130005001578;662;60.0;60.0;True;False;"atenção básica; clínica geral; enfermagem";Falta atendimento infantil
978841.0;CENTRO DE SAUDE DIVINEIA;I;211130005001578;662;60.0;60.0;True;False;"atenção básica; clínica geral; enfermagem";Falta atendimento infantil
978841.0;CENTRO DE SAUDE DIVINEIA;I;211130005001578;662;60.0;60.0;True;False;"atenção básica; clínica geral; enfermagem";Falta atendimento infantil
978841.0;CENTRO DE SAUDE DIVINEIA;I;211130005001679;767;56.0;50.0;True;False;"atenção básica; clínica geral; enfermagem";Falta atendimento infantil
978841.0;CENTRO DE SAUDE DIVINEIA;I;211130005001679;767;56.0;50.0;True;False;"atenção básica; clínica geral; enfermagem";Falta atendimento infantil
978841.0;CENTRO DE SAUDE DIVINEIA;I;211130005001679;767;56.0;50.0;True;False;"atenção básica; clínica geral; enfermagem";Falta atendimento infantil
978841.0;CENTRO DE SAUDE DIVINEIA;I;211130005001679;767;56.0;50.0;True;False;"atenção básica; clínica geral; enfermagem";Falta atendimento infantil
978841.0;CENTRO DE SAUDE DIVINEIA;I;211130005001679;767;56.0;50.0;True;False;"atenção básica; clínica geral; enfermagem";Falta atendimento infantil
978841.0;CENTRO DE SAUDE DIVINEIA;I;211130005001679;767;56.0;50.0;True;False;"atenção básica; clínica geral; enfermagem";Falta atendimento infantil
978841.0;CENTRO DE SAUDE DIVINEIA;I;211130005001679;767;56.0;50.0;True;False;"atenção básica; clínica geral; enfermagem";Falta atendimento infantil
978841.0;CENTRO DE SAUDE DIVINEIA;I;211130005001679;767;56.0;50.0;True;False;"atenção básica; clínica geral; enfermagem";Falta atendimento infantil
978841.0;CENTRO DE SAUDE DIVINEIA;I;211130005001679;767;56.0;50.0;True;False;"atenção básica; clínica geral; enfermagem";Falta atendimento infantil
978841.0;CENTRO DE SAUDE DIVINEIA;I;211130005001679;767;56.0;50.0;True;False;"atenção básica; clínica geral; enfermagem";Falta atendimento infantil
978841.0;CENTRO DE SAUDE DIVINEIA;I;211130005001679;767;56.0;50.0;True;False;"atenção básica; clínica geral; enfermagem";Falta atendimento infantil
978841.0;CENTRO DE SAUDE DIVINEIA;I;211130005001679;767;56.0;50.0;True;False;"atenção básica; clínica geral; enfermagem";Falta atendimento infantil
978841.0;CENTRO DE SAUDE DIVINEIA;I;211130005001679;767;56.0;50.0;True;False;"atenção básica; clínica geral; enfermagem";Falta atendimento infantil
978841.0;CENTRO DE SAUDE DIVINEIA;I;211130005001679;767;56.0;50.0;True;False;"atenção básica; clínica geral; enfermagem";Falta atendimento infantil
978841.0;CENTRO DE SAUDE DIVINEIA;I;211130005001679;767;56.0;50.0;True;False;"atenção básica; clínica geral; enfermagem";Falta atendimento infantil
978841.0;CENTRO DE SAUDE DIVINEIA;I;211130005001679;767;56.0;50.0;True;False;"atenção básica; clínica geral; enfermagem";Falta atendimento infantil
978841.0;CENTRO DE SAUDE DIVINEIA;I;211130005001679;767;56.0;50.0;True;False;"atenção básica; clínica geral; enfermagem";Falta atendimento infantil
978841.0;CENTRO DE SAUDE DIVINEIA;I;211130005001679;767;56.0;50.0;True;False;"atenção básica; clínica geral; enfermagem";Falta atendimento infantil
978841.0;CENTRO DE SAUDE DIVINEIA;I;211130005001679;767;56.0;50.0;True;False;"atenção básica; clínica geral; enfermagem";Falta atendimento infantil
978841.0;CENTRO DE SAUDE DIVINEIA;I;211130005001679;767;56.0;50.0;True;False;"atenção básica; clínica geral; enfermagem";Falta atendimento infantil
978841.0;CENTRO DE SAUDE DIVINEIA;I;211130005001679;767;56.0;50.0;True;False;"atenção básica; clínica geral; enfermagem";Falta atendimento infantil
978841.0;CENTRO DE SAUDE DIVINEIA;I;211130005001679;767;56.0;50.0;True;False;"atenção básica; clínica geral; enfermagem";Falta atendimento infantil
978841.0;CENTRO DE SAUDE DIVINEIA;I;211130005001679;767;56.0;50.0;True;False;"atenção básica; clínica geral; enfermagem";Falta atendimento infantil
978841.0;CENTRO DE SAUDE DIVINEIA;I;211130005001679;767;56.0;50.0;True;False;"atenção básica; clínica geral; enfermagem";Falta atendimento infantil
978841.0;CENTRO DE SAUDE DIVINEIA;I;211130005001679;767;56.0;50.0;True;False;"atenção básica; clínica geral; enfermagem";Falta atendimento infantil
978841.0;CENTRO DE SAUDE DIVINEIA;I;211130005001679;767;56.0;50.0;True;False;"atenção básica; clínica geral; enfermagem";Falta atendimento infantil
978841.0;CENTRO DE SAUDE DIVINEIA;I;211130005001679;767;56.0;50.0;True;False;"atenção básica; clínica geral; enfermagem";Falta atendimento infantil
978841.0;CENTRO DE SAUDE DIVINEIA;I;211130005001679;767;56.0;50.0;True;False;"atenção básica; clínica geral; enfermagem";Falta atendimento infantil
978841.0;CENTRO DE SAUDE DIVINEIA;I;211130005001679;767;56.0;50.0;True;False;"atenção básica; clínica geral; enfermagem";Falta atendimento infantil
978841.0;CENTRO DE SAUDE DIVINEIA;I;211130005001679;767;56.0;50.0;True;False;"atenção básica; clínica geral; enfermagem";Falta atendimento infantil
978841.0;CENTRO DE SAUDE DIVINEIA;I;211130005001679;767;56.0;50.0;True;False;"atenção básica; clínica geral; enfermagem";Falta atendimento infantil
978841.0;CENTRO DE SAUDE DIVINEIA;I;211130005001679;767;56.0;50.0;True;False;"atenção básica; clínica geral; enfermagem";Falta atendimento infantil
978841.0;CENTRO DE SAUDE DIVINEIA;I;211130005001679;767;56.0;50.0;True;False;"atenção básica; clínica geral; enfermagem";Falta atendimento infantil
978841.0;CENTRO DE SAUDE DIVINEIA;I;211130005001679;767;56.0;50.0;True;False;"atenção básica; clínica geral; enfermagem";Falta atendimento infantil
978841.0;CENTRO DE SAUDE DIVINEIA;I;211130005001679;767;56.0;50.0;True;False;"atenção básica; clínica geral; enfermagem";Falta atendimento infantil
978841.0;CENTRO DE SAUDE DIVINEIA;I;211130005001679;767;56.0;50.0;True;False;"atenção básica; clínica geral; enfermagem";Falta atendimento infantil
978841.0;CENTRO DE SAUDE DIVINEIA;I;211130005001679;767;56.0;50.0;True;False;"atenção básica; clínica geral; enfermagem";Falta atendimento infantil
978841.0;CENTRO DE SAUDE DIVINEIA;I;211130005001679;767;56.0;50.0;True;False;"atenção básica; clínica geral; enfermagem";Falta atendimento infantil
978841.0;CENTRO DE SAUDE DIVINEIA;I;211130005001679;767;56.0;50.0;True;False;"atenção básica; clínica geral; enfermagem";Falta atendimento infantil
978841.0;CENTRO DE SAUDE DIVINEIA;I;211130005001679;767;56.0;50.0;True;False;"atenção básica; clínica geral; enfermagem";Falta atendimento infantil
978841.0;CENTRO DE SAUDE DIVINEIA;I;211130005001679;767;56.0;50.0;True;False;"atenção básica; clínica geral; enfermagem";Falta atendimento infantil
978841.0;CENTRO DE SAUDE DIVINEIA;I;211130005001679;767;56.0;50.0;True;False;"atenção básica; clínica geral; enfermagem";Falta atendimento infantil
978841.0;CENTRO DE SAUDE DIVINEIA;I;211130005001679;767;56.0;50.0;True;False;"atenção básica; clínica geral; enfermagem";Falta atendimento infantil
978841.0;CENTRO DE SAUDE DIVINEIA;I;211130005001679;767;56.0;50.0;True;False;"atenção básica; clínica geral; enfermagem";Falta atendimento infantil
978841.0;CENTRO DE SAUDE DIVINEIA;I;211130005001679;767;56.0;50.0;True;False;"atenção básica; clínica geral; enfermagem";Falta atendimento infantil
978841.0;CENTRO DE SAUDE DIVINEIA;I;211130005001679;767;56.0;50.0;True;False;"atenção básica; clínica geral; enfermagem";Falta atendimento infantil
978841.0;CENTRO DE SAUDE DIVINEIA;I;211130005001679;767;56.0;50.0;True;False;"atenção básica; clínica geral; enfermagem";Falta atendimento infantil
978841.0;CENTRO DE SAUDE DIVINEIA;I;211130005001679;767;56.0;50.0;True;False;"atenção básica; clínica geral; enfermagem";Falta atendimento infantil
978841.0;CENTRO DE SAUDE DIVINEIA;I;211130005001679;767;56.0;50.0;True;False;"atenção básica; clínica geral; enfermagem";Falta atendimento infantil
978841.0;CENTRO DE SAUDE DIVINEIA;I;211130005001679;767;56.0;50.0;True;False;"atenção básica; clínica geral; enfermagem";Falta atendimento infantil
978841.0;CENTRO DE SAUDE DIVINEIA;I;211130005001679;767;56.0;50.0;True;False;"atenção básica; clínica geral; enfermagem";Falta atendimento infantil
978841.0;CENTRO DE SAUDE DIVINEIA;I;211130005001679;767;56.0;50.0;True;False;"atenção básica; clínica geral; enfermagem";Falta atendimento infantil
978841.0;CENTRO DE SAUDE DIVINEIA;I;211130005001679;767;56.0;50.0;True;False;"atenção básica; clínica geral; enfermagem";Falta atendimento infantil
978841.0;CENTRO DE SAUDE DIVINEIA;I;211130005001679;767;56.0;50.0;True;False;"atenção básica; clínica geral; enfermagem";Falta atendimento infantil
978841.0;CENTRO DE SAUDE DIVINEIA;I;211130005001679;767;56.0;50.0;True;False;"atenção básica; clínica geral; enfermagem";Falta atendimento infantil
978841.0;CENTRO DE SAUDE DIVINEIA;I;211130005001679;767;56.0;50.0;True;False;"atenção básica; clínica geral; enfermagem";Falta atendimento infantil
978841.0;CENTRO DE SAUDE DIVINEIA;I;211130005001679;767;56.0;50.0;True;False;"atenção básica; clínica geral; enfermagem";Falta atendimento infantil
978841.0;CENTRO DE SAUDE DIVINEIA;I;211130005001679;767;56.0;50.0;True;False;"atenção básica; clínica geral; enfermagem";Falta atendimento infantil
978841.0;CENTRO DE SAUDE DIVINEIA;I;211130005001679;767;56.0;50.0;True;False;"atenção básica; clínica geral; enfermagem";Falta atendimento infantil
978841.0;CENTRO DE SAUDE DIVINEIA;I;211130005001679;767;56.0;50.0;True;False;"atenção básica; clínica geral; enfermagem";Falta atendimento infantil
978841.0;CENTRO DE SAUDE DIVINEIA;I;211130005001679;767;56.0;50.0;True;False;"atenção básica; clínica geral; enfermagem";Falta atendimento infantil
978841.0;CENTRO DE SAUDE DIVINEIA;I;211130005001679;767;56.0;50.0;True;False;"atenção básica; clínica geral; enfermagem";Falta atendimento infantil
978841.0;CENTRO DE SAUDE DIVINEIA;I;211130005001679;767;56.0;50.0;True;False;"atenção básica; clínica geral; enfermagem";Falta atendimento infantil
978841.0;CENTRO DE SAUDE DIVINEIA;I;211130005001679;767;56.0;50.0;True;False;"atenção básica; clínica geral; enfermagem";Falta atendimento infantil
978841.0;CENTRO DE SAUDE DIVINEIA;I;211130005001713;682;80.0;16.0;True;False;"atenção básica; clínica geral; enfermagem";Falta atendimento infantil
978841.0;CENTRO DE SAUDE DIVINEIA;I;211130005001713;682;80.0;16.0;True;False;"atenção básica; clínica geral; enfermagem";Falta atendimento infantil
978841.0;CENTRO DE SAUDE DIVINEIA;I;211130005001713;682;80.0;16.0;True;False;"atenção básica; clínica geral; enfermagem";Falta atendimento infantil
978841.0;CENTRO DE SAUDE DIVINEIA;I;211130005001713;682;80.0;16.0;True;False;"atenção básica; clínica geral; enfermagem";Falta atendimento infantil
978841.0;CENTRO DE SAUDE DIVINEIA;I;211130005001713;682;80.0;16.0;True;False;"atenção básica; clínica geral; enfermagem";Falta atendimento infantil
978841.0;CENTRO DE SAUDE DIVINEIA;I;211130005001713;682;80.0;16.0;True;False;"atenção básica; clínica geral; enfermagem";Falta atendimento infantil
978841.0;CENTRO DE SAUDE DIVINEIA;I;211130005001713;682;80.0;16.0;True;False;"atenção básica; clínica geral; enfermagem";Falta atendimento infantil
978841.0;CENTRO DE SAUDE DIVINEIA;I;211130005001713;682;80.0;16.0;True;False;"atenção básica; clínica geral; enfermagem";Falta atendimento infantil
978841.0;CENTRO DE SAUDE DIVINEIA;I;211130005001713;682;80.0;16.0;True;False;"atenção básica; clínica geral; enfermagem";Falta atendimento infantil
978841.0;CENTRO DE SAUDE DIVINEIA;I;211130005001713;682;80.0;16.0;True;False;"atenção básica; clínica geral; enfermagem";Falta atendimento infantil
978841.0;CENTRO DE SAUDE DIVINEIA;I;211130005001713;682;80.0;16.0;True;False;"atenção básica; clínica geral; enfermagem";Falta atendimento infantil
978841.0;CENTRO DE SAUDE DIVINEIA;I;211130005001713;682;80.0;16.0;True;False;"atenção básica; clínica geral; enfermagem";Falta atendimento infantil
978841.0;CENTRO DE SAUDE DIVINEIA;I;211130005001713;682;80.0;16.0;True;False;"atenção básica; clínica geral; enfermagem";Falta atendimento infantil
978841.0;CENTRO DE SAUDE DIVINEIA;I;211130005001713;682;80.0;16.0;True;False;"atenção básica; clínica geral; enfermagem";Falta atendimento infantil
978841.0;CENTRO DE SAUDE DIVINEIA;I;211130005001713;682;80.0;16.0;True;False;"atenção básica; clínica geral; enfermagem";Falta atendimento infantil
978841.0;CENTRO DE SAUDE DIVINEIA;I;211130005001713;682;80.0;16.0;True;False;"atenção básica; clínica geral; enfermagem";Falta atendimento infantil
978841.0;CENTRO DE SAUDE DIVINEIA;I;211130005001713;682;80.0;16.0;True;False;"atenção básica; clínica geral; enfermagem";Falta atendimento infantil
978841.0;CENTRO DE SAUDE DIVINEIA;I;211130005001713;682;80.0;16.0;True;False;"atenção básica; clínica geral; enfermagem";Falta atendimento infantil
978841.0;CENTRO DE SAUDE DIVINEIA;I;211130005001713;682;80.0;16.0;True;False;"atenção básica; clínica geral; enfermagem";Falta atendimento infantil
978841.0;CENTRO DE SAUDE DIVINEIA;I;211130005001713;682;80.0;16.0;True;False;"atenção básica; clínica geral; enfermagem";Falta atendimento infantil
978841.0;CENTRO DE SAUDE DIVINEIA;I;211130005001713;682;80.0;16.0;True;False;"atenção básica; clínica geral; enfermagem";Falta atendimento infantil
978841.0;CENTRO DE SAUDE DIVINEIA;I;211130005001713;682;80.0;16.0;True;False;"atenção básica; clínica geral; enfermagem";Falta atendimento infantil
978841.0;CENTRO DE SAUDE DIVINEIA;I;211130005001713;682;80.0;16.0;True;False;"atenção básica; clínica geral; enfermagem";Falta atendimento infantil
978841.0;CENTRO DE SAUDE DIVINEIA;I;211130005001713;682;80.0;16.0;True;False;"atenção básica; clínica geral; enfermagem";Falta atendimento infantil
978841.0;CENTRO DE SAUDE DIVINEIA;I;211130005001713;682;80.0;16.0;True;False;"atenção básica; clínica geral; enfermagem";Falta atendimento infantil
978841.0;CENTRO DE SAUDE DIVINEIA;I;211130005001713;682;80.0;16.0;True;False;"atenção básica; clínica geral; enfermagem";Falta atendimento infantil
978841.0;CENTRO DE SAUDE DIVINEIA;I;211130005001713;682;80.0;16.0;True;False;"atenção básica; clínica geral; enfermagem";Falta atendimento infantil
978841.0;CENTRO DE SAUDE DIVINEIA;I;211130005001713;682;80.0;16.0;True;False;"atenção básica; clínica geral; enfermagem";Falta atendimento infantil
978841.0;CENTRO DE SAUDE DIVINEIA;I;211130005001713;682;80.0;16.0;True;False;"atenção básica; clínica geral; enfermagem";Falta atendimento infantil
978841.0;CENTRO DE SAUDE DIVINEIA;I;211130005001713;682;80.0;16.0;True;False;"atenção básica; clínica geral; enfermagem";Falta atendimento infantil
978841.0;CENTRO DE SAUDE DIVINEIA;I;211130005001713;682;80.0;16.0;True;False;"atenção básica; clínica geral; enfermagem";Falta atendimento infantil
978841.0;CENTRO DE SAUDE DIVINEIA;I;211130005001713;682;80.0;16.0;True;False;"atenção básica; clínica geral; enfermagem";Falta atendimento infantil
978841.0;CENTRO DE SAUDE DIVINEIA;I;211130005001713;682;80.0;16.0;True;False;"atenção básica; clínica geral; enfermagem";Falta atendimento infantil
978841.0;CENTRO DE SAUDE DIVINEIA;I;211130005001713;682;80.0;16.0;True;False;"atenção básica; clínica geral; enfermagem";Falta atendimento infantil
978841.0;CENTRO DE SAUDE DIVINEIA;I;211130005001713;682;80.0;16.0;True;False;"atenção básica; clínica geral; enfermagem";Falta atendimento infantil
978841.0;CENTRO DE SAUDE DIVINEIA;I;211130005001713;682;80.0;16.0;True;False;"atenção básica; clínica geral; enfermagem";Falta atendimento infantil
978841.0;CENTRO DE SAUDE DIVINEIA;I;211130005001713;682;80.0;16.0;True;False;"atenção básica; clínica geral; enfermagem";Falta atendimento infantil
978841.0;CENTRO DE SAUDE DIVINEIA;I;211130005001713;682;80.0;16.0;True;False;"atenção básica; clínica geral; enfermagem";Falta atendimento infantil
978841.0;CENTRO DE SAUDE DIVINEIA;I;211130005001713;682;80.0;16.0;True;False;"atenção básica; clínica geral; enfermagem";Falta atendimento infantil
978841.0;CENTRO DE SAUDE DIVINEIA;I;211130005001713;682;80.0;16.0;True;False;"atenção básica; clínica geral; enfermagem";Falta atendimento infantil
978841.0;CENTRO DE SAUDE DIVINEIA;I;211130005001713;682;80.0;16.0;True;False;"atenção básica; clínica geral; enfermagem";Falta atendimento infantil
978841.0;CENTRO DE SAUDE DIVINEIA;I;211130005001713;682;80.0;16.0;True;False;"atenção básica; clínica geral; enfermagem";Falta atendimento infantil
978841.0;CENTRO DE SAUDE DIVINEIA;I;211130005001713;682;80.0;16.0;True;False;"atenção básica; clínica geral; enfermagem";Falta atendimento infantil
978841.0;CENTRO DE SAUDE DIVINEIA;I;211130005001713;682;80.0;16.0;True;False;"atenção básica; clínica geral; enfermagem";Falta atendimento infantil
978841.0;CENTRO DE SAUDE DIVINEIA;I;211130005001713;682;80.0;16.0;True;False;"atenção básica; clínica geral; enfermagem";Falta atendimento infantil
978841.0;CENTRO DE SAUDE DIVINEIA;I;211130005001713;682;80.0;16.0;True;False;"atenção básica; clínica geral; enfermagem";Falta atendimento infantil
978841.0;CENTRO DE SAUDE DIVINEIA;I;211130005001713;682;80.0;16.0;True;False;"atenção básica; clínica geral; enfermagem";Falta atendimento infantil
978841.0;CENTRO DE SAUDE DIVINEIA;I;211130005001713;682;80.0;16.0;True;False;"atenção básica; clínica geral; enfermagem";Falta atendimento infantil
978841.0;CENTRO DE SAUDE DIVINEIA;I;211130005001713;682;80.0;16.0;True;False;"atenção básica; clínica geral; enfermagem";Falta atendimento infantil
978841.0;CENTRO DE SAUDE DIVINEIA;I;211130005001713;682;80.0;16.0;True;False;"atenção básica; clínica geral; enfermagem";Falta atendimento infantil
978841.0;CENTRO DE SAUDE DIVINEIA;I;211130005001713;682;80.0;16.0;True;False;"atenção básica; clínica geral; enfermagem";Falta atendimento infantil
978841.0;CENTRO DE SAUDE DIVINEIA;I;211130005001713;682;80.0;16.0;True;False;"atenção básica; clínica geral; enfermagem";Falta atendimento infantil
978841.0;CENTRO DE SAUDE DIVINEIA;I;211130005001713;682;80.0;16.0;True;False;"atenção básica; clínica geral; enfermagem";Falta atendimento infantil
978841.0;CENTRO DE SAUDE DIVINEIA;I;211130005001713;682;80.0;16.0;True;False;"atenção básica; clínica geral; enfermagem";Falta atendimento infantil
978841.0;CENTRO DE SAUDE DIVINEIA;I;211130005001713;682;80.0;16.0;True;False;"atenção básica; clínica geral; enfermagem";Falta atendimento infantil
978841.0;CENTRO DE SAUDE DIVINEIA;I;211130005001713;682;80.0;16.0;True;False;"atenção básica; clínica geral; enfermagem";Falta atendimento infantil
978841.0;CENTRO DE SAUDE DIVINEIA;I;211130005001713;682;80.0;16.0;True;False;"atenção básica; clínica geral; enfermagem";Falta atendimento infantil
978841.0;CENTRO DE SAUDE DIVINEIA;I;211130005001713;682;80.0;16.0;True;False;"atenção básica; clínica geral; enfermagem";Falta atendimento infantil
