ANO,COMPETÊNCIA,MACROREGIÃO,UF,CÓDIGO DO MUNICÍPIO,MUNICÍPIO,CNES,NOME FANTASIA,RAZÃO SOCIAL,CNPJ DO ESTABELECIMENTO,CNPJ DA MANTENEDORA,ATIVIDADE PRINCIPAL,ATENDIMENTO PRESTADO,TIPO DO ESTABELECIMENTO,SUBTIPO DO ESTABELECIMENTO,TIPO NOVO DO ESTABELECIMENTO,NATUREZA JURÍDICA CATEGORIA,NATUREZA JURÍDICA,GESTÃO,CONVÊNIO SUS,NÍVEL DE ATENÇÃO,TURNO DE ATENDIMENTO,LEITOS EXISTENTES,LEITOS SUS,STATUS DO ESTABELECIMENTO,LOGRADOURO,COMPLEMENTO DO ENDEREÇO,TELEFONE,CEP,BAIRRO,E-MAIL,DIRETOR RESPONSÁVEL,DATA DO CADASTRO,DATA DE DESATIVAÇÃO,location,latitude,longitude
2026,2026/04,NORDESTE,MA,211130,SAO LUIS,2309297,CENTRO DE SAUDE SAO RAIMUNDO,SECRETARIA MUNICIPAL DE SAUDE,,05.760.293/0001-29,012 ATENCAO BASICA,SUS|AMBULATORIAL,02 CENTRO DE SAUDE/UNIDADE BASICA,,001 UNIDADE BASICA DE SAUDE,PÚBLICO,1031 ORGAO PUBLICO DO PODER EXECUTIVO MUNICIPAL,MUNICIPAL,SIM,AMBULATORIAL - 01 ATENCAO BASICA,03 ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,-,-,ATIVO,AV SENADOR JOSE SARNEY - S/N,,(098) 3273-1257,65010-000,VILA MAURO FECURY II,rooseveltgestornassau@gmail.com,ROOSEVELT RIVIERA FELIX,30/10/2001,-,"-2.5500168541046593,-44.33085997676431",-2.5500168541046593,-44.33085997676431
2026,2026/04,NORDESTE,MA,211130,SAO LUIS,8181918,CENTRO DE SAUDE DIAMANTE,SECRETARIA MUNICIPAL DE SAUDE,,05.760.293/0001-29,012 ATENCAO BASICA,"SUS|AMBULATORIAL, SUS|SADT",02 CENTRO DE SAUDE/UNIDADE BASICA,,001 UNIDADE BASICA DE SAUDE,PÚBLICO,1031 ORGAO PUBLICO DO PODER EXECUTIVO MUNICIPAL,MUNICIPAL,SIM,"AMBULATORIAL - 01 ATENCAO BASICA, AMBULATORIAL - 02 MEDIA COMPLEXIDADE",03 ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,-,-,ATIVO,TRAVESSA DIRCEU - 36,,,65010-030,DIAMANTE,ludmilla2808@hotmail.com,LUDMILLA COSTA DIAS ABREU,26/03/2026,-,"-2.818,-44.1918",-2.818,-44.1918
2026,2026/04,NORDESTE,MA,211130,SAO LUIS,2702878,CENTRO DE SAUDE SANTA BARBARA,SECRETARIA MUNICIPAL DE SAUDE,,05.760.293/0001-29,012 ATENCAO BASICA,"SUS|AMBULATORIAL, SUS|SADT",02 CENTRO DE SAUDE/UNIDADE BASICA,,001 UNIDADE BASICA DE SAUDE,PÚBLICO,1031 ORGAO PUBLICO DO PODER EXECUTIVO MUNICIPAL,MUNICIPAL,SIM,"AMBULATORIAL - 01 ATENCAO BASICA, AMBULATORIAL - 02 MEDIA COMPLEXIDADE",03 ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,-,-,ATIVO,RUA PRINCIPAL - 180,,(98)32573417,65050-000,SANTA BARBARA,,DANDARA DAVILA ARANHA MATOS,02/09/2003,-,"-2.60337042420126,-44.2118391973621",-2.60337042420126,-44.2118391973621
2026,2026/04,NORDESTE,MA,211130,SAO LUIS,2456869,CENTRO DE SAUDE VILA BACANGA EMBRIAO,SECRETARIA MUNICIPAL DE SAUDE,,05.760.293/0001-29,012 ATENCAO BASICA,SUS|AMBULATORIAL,02 CENTRO DE SAUDE/UNIDADE BASICA,,001 UNIDADE BASICA DE SAUDE,PÚBLICO,1031 ORGAO PUBLICO DO PODER EXECUTIVO MUNICIPAL,MUNICIPAL,SIM,AMBULATORIAL - 01 ATENCAO BASICA,03 ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,-,-,ATIVO,AV DOS PORTUGUESES - S/N,,,65080-820,VILA BACANGA,daniellemesquita459@gmail.com,DANIELLE DE MESQUITA ARAUJO,01/04/2004,-,"-2.5561938542921947,-44.31182021404424",-2.5561938542921947,-44.31182021404424
2026,2026/04,NORDESTE,MA,211130,SAO LUIS,2645866,CENTRO DE SAUDE COQUEIRO,SECRETARIA MUNICIPAL DE SAUDE,,05.760.293/0001-29,012 ATENCAO BASICA,SUS|AMBULATORIAL,02 CENTRO DE SAUDE/UNIDADE BASICA,,001 UNIDADE BASICA DE SAUDE,PÚBLICO,1031 ORGAO PUBLICO DO PODER EXECUTIVO MUNICIPAL,MUNICIPAL,SIM,AMBULATORIAL - 01 ATENCAO BASICA,03 ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,-,-,ATIVO,AVENIDA COQUEIRO - 01,,,65020-150,COQUEIRO,wilcassis@hotmail.com,WILBER COSTA DE ASSIS,25/11/2002,-,"-2.7276744859525066,-44.35952201125836",-2.7276744859525066,-44.35952201125836
2026,2026/04,NORDESTE,MA,211130,SAO LUIS,2456923,CENTRO DE SAUDE DE PEDRINHAS II,SECRETARIA MUNICIPAL DE SAUDE,,05.760.293/0001-29,012 ATENCAO BASICA,"SUS|AMBULATORIAL, SUS|SADT",02 CENTRO DE SAUDE/UNIDADE BASICA,,001 UNIDADE BASICA DE SAUDE,PÚBLICO,1031 ORGAO PUBLICO DO PODER EXECUTIVO MUNICIPAL,MUNICIPAL,SIM,"AMBULATORIAL - 01 ATENCAO BASICA, AMBULATORIAL - 02 MEDIA COMPLEXIDADE",03 ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,-,-,ATIVO,RUA NOVA - S/N,,(098) 3241-5231,65095-000,PEDRINHAS,lohannasousa.18@hotmail.com,LOHANNA DA SILVA SOUSA BARROSO,01/04/2004,-,"-2.691778623685647,-44.30434244724972",-2.691778623685647,-44.30434244724972
2026,2026/04,NORDESTE,MA,211130,SAO LUIS,2645785,CENTRO DE SAUDE MARIA AYRECILA CIDADE OLIMPICA II,MUNICIPIO DE SAO LUIS SECRETARIA MUNICIPAL DE SAUDE,,05.760.293/0001-29,012 ATENCAO BASICA,SUS|AMBULATORIAL,02 CENTRO DE SAUDE/UNIDADE BASICA,,001 UNIDADE BASICA DE SAUDE,PÚBLICO,1031 ORGAO PUBLICO DO PODER EXECUTIVO MUNICIPAL,MUNICIPAL,SIM,"AMBULATORIAL - 01 ATENCAO BASICA, AMBULATORIAL - 02 MEDIA COMPLEXIDADE",03 ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,-,-,ATIVO,RUA 16 - 01,QUADRA 82 BL C,09832578765,65010-000,CIDADE OLIMPICA,liviapenha93@gmail.com,LIVIA ALVES DA PENHA,25/11/2002,-,"-2.594009468306554,-44.17993899166727",-2.594009468306554,-44.17993899166727
2026,2026/04,NORDESTE,MA,211130,SAO LUIS,2464624,CLINICA DA FAMILIA DO ANJO DA GUARDA,SECRETARIA MUNICIPAL DE SAUDE,,05.760.293/0001-29,012 ATENCAO BASICA,"SUS|AMBULATORIAL, SUS|SADT",02 CENTRO DE SAUDE/UNIDADE BASICA,,001 UNIDADE BASICA DE SAUDE,PÚBLICO,1031 ORGAO PUBLICO DO PODER EXECUTIVO MUNICIPAL,MUNICIPAL,SIM,"AMBULATORIAL - 01 ATENCAO BASICA, AMBULATORIAL - 02 MEDIA COMPLEXIDADE",03 ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,-,-,ATIVO,AVENIDA PRINCIPAL - S/N,,,65085-790,ANJO DA GUARDA,luanagsg@hotmail.com,LUANA GABRIELA DOS SANTOS GALVAO CUNHA,15/04/2004,-,"-2.5647562193436158,-44.33297485406862",-2.5647562193436158,-44.33297485406862
2026,2026/04,NORDESTE,MA,211130,SAO LUIS,9904638,UNIDADE BASICA DE SAUDE CINTRA,MUNICIPIO DE SAO LUIS SECRETARIA MUNICIPAL DE SAUDE,,05.760.293/0001-29,012 ATENCAO BASICA,SUS|AMBULATORIAL,02 CENTRO DE SAUDE/UNIDADE BASICA,,001 UNIDADE BASICA DE SAUDE,PÚBLICO,1031 ORGAO PUBLICO DO PODER EXECUTIVO MUNICIPAL,MUNICIPAL,SIM,"AMBULATORIAL - 01 ATENCAO BASICA, AMBULATORIAL - 02 MEDIA COMPLEXIDADE",03 ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,-,-,ATIVO,RUA DA COMPANHIA - 01,,,65045-230,ANIL,,NORANEY LEAL OLIVEIRA LEITE,07/09/2019,-,"-2.5444839051355443,-44.237876252617134",-2.5444839051355443,-44.237876252617134
2026,2026/04,NORDESTE,MA,211130,SAO LUIS,2308444,CENTRO DE SAUDE AMAR,SECRETARIA MUNICIPAL DE SAUDE,,05.760.293/0001-29,012 ATENCAO BASICA,"SUS|AMBULATORIAL, SUS|SADT",02 CENTRO DE SAUDE/UNIDADE BASICA,,001 UNIDADE BASICA DE SAUDE,PÚBLICO,1031 ORGAO PUBLICO DO PODER EXECUTIVO MUNICIPAL,MUNICIPAL,SIM,"AMBULATORIAL - 01 ATENCAO BASICA, AMBULATORIAL - 02 MEDIA COMPLEXIDADE",03 ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,-,-,ATIVO,RUA DEPUTADO LUIS ROCHA - 24,,,65070-290,VICENTE FIALHO,antonina.silva@hotmail.com,ANTONINA SILVA SANTOS,30/10/2001,-,"-2.5116108045512435,-44.236713363671555",-2.5116108045512435,-44.236713363671555
2026,2026/04,NORDESTE,MA,211130,SAO LUIS,4091426,UNIDADE PRISIONAL DE RESSOCIALIZACAO DE SAO LUIS UPR 2,SECRETARIA DE ESTADO DE ADMINISTRACAO PENITENCIARIA SEAP,,13.127.340/0001-20,001 CONSULTA AMBULATORIAL,SUS|AMBULATORIAL,02 CENTRO DE SAUDE/UNIDADE BASICA,,016 AMBULATORIO,PÚBLICO,1023 ORGAO PUBLICO DO PODER EXECUTIVO ESTADUAL OU DO DISTRITO FEDERAL,ESTADUAL,SIM,"AMBULATORIAL - 01 ATENCAO BASICA, AMBULATORIAL - 02 MEDIA COMPLEXIDADE",03 ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,-,-,ATIVO,BR 135 KM 13 - 1,,,65095-603,PEDRINHAS,,JADSON PINHEIRO FERREIRA,14/02/2023,-,"-2.531,-44.2972",-2.531,-44.2972
2026,2026/04,NORDESTE,MA,211130,SAO LUIS,3226387,CENTRO DE SAUDE DA VILA LOBAO,SECRETARIA MUNICIPAL DE SAUDE,,05.760.293/0001-29,012 ATENCAO BASICA,SUS|AMBULATORIAL,02 CENTRO DE SAUDE/UNIDADE BASICA,,001 UNIDADE BASICA DE SAUDE,PÚBLICO,1031 ORGAO PUBLICO DO PODER EXECUTIVO MUNICIPAL,MUNICIPAL,SIM,AMBULATORIAL - 01 ATENCAO BASICA,03 ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,-,-,ATIVO,ESTRADA DA VITORIA - 08,,,65046-070,VILA LOBAO,,ELIANE SILVA,02/09/2004,-,"-2.563613414969277,-44.243098012280825",-2.563613414969277,-44.243098012280825
2026,2026/04,NORDESTE,MA,211130,SAO LUIS,929417,CLINICA DA FAMILIA DO CENTRO,MUNICIPIO DE SAO LUIS SECRETRARIA MUNICIPAL DE SAUDE,,05.760.293/0001-29,012 ATENCAO BASICA,"SUS|AMBULATORIAL, SUS|SADT",02 CENTRO DE SAUDE/UNIDADE BASICA,,001 UNIDADE BASICA DE SAUDE,PÚBLICO,1031 ORGAO PUBLICO DO PODER EXECUTIVO MUNICIPAL,MUNICIPAL,SIM,"AMBULATORIAL - 01 ATENCAO BASICA, AMBULATORIAL - 02 MEDIA COMPLEXIDADE",03 ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,-,-,ATIVO,RUA OSWALDO CRUZ - 921,,,65051-630,CENTRO,,THAYRINE LARISSA MELONIO ALMEIDA,30/10/2021,-,"-2.530664640970709,-44.2953850236779",-2.530664640970709,-44.2953850236779
2026,2026/04,NORDESTE,MA,211130,SAO LUIS,2309289,CENTRO DE SAUDE COHAB ANIL,SECRETARIA MUNICIPAL DE SAUDE,,05.760.293/0001-29,012 ATENCAO BASICA,SUS|AMBULATORIAL,02 CENTRO DE SAUDE/UNIDADE BASICA,,001 UNIDADE BASICA DE SAUDE,PÚBLICO,1031 ORGAO PUBLICO DO PODER EXECUTIVO MUNICIPAL,MUNICIPAL,SIM,"AMBULATORIAL - 01 ATENCAO BASICA, AMBULATORIAL - 02 MEDIA COMPLEXIDADE",03 ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,-,-,ATIVO,RUA 4 - S/N,,,65010-000,IV CONJUNTO COHAB,enfermeirabrunnalima@gmail.com,BRUNNA DA SILVA LIMA PIRES,30/10/2001,-,"-2.5349738537756337,-44.217061749084834",-2.5349738537756337,-44.217061749084834
2026,2026/04,NORDESTE,MA,211130,SAO LUIS,2645777,UNIDADE DE SAUDE DA FAMILIA SANTA CLARA,SECRETARIA MUNICIPAL DE SAUDE,,05.760.293/0001-29,012 ATENCAO BASICA,SUS|AMBULATORIAL,02 CENTRO DE SAUDE/UNIDADE BASICA,,001 UNIDADE BASICA DE SAUDE,PÚBLICO,1031 ORGAO PUBLICO DO PODER EXECUTIVO MUNICIPAL,MUNICIPAL,SIM,"AMBULATORIAL - 01 ATENCAO BASICA, AMBULATORIAL - 02 MEDIA COMPLEXIDADE",03 ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,-,-,ATIVO,RUA LUCY SARNEY RUA UNIAO - S/N,,(098) 3257-2026,65010-000,SANTA CLARA,rbkati@bol.com,KATICILENE BRITO RODRIGUES,25/11/2002,-,"-2.5961219508164115,-44.1986014700842",-2.5961219508164115,-44.1986014700842
2026,2026/04,NORDESTE,MA,211130,SAO LUIS,2455803,CENTRO DE SAUDE JOAO DE DEUS,SECRETARIA MUNICIPAL DE SAUDE,,05.760.293/0001-29,012 ATENCAO BASICA,"SUS|AMBULATORIAL, SUS|SADT",02 CENTRO DE SAUDE/UNIDADE BASICA,,001 UNIDADE BASICA DE SAUDE,PÚBLICO,1031 ORGAO PUBLICO DO PODER EXECUTIVO MUNICIPAL,MUNICIPAL,SIM,"AMBULATORIAL - 01 ATENCAO BASICA, AMBULATORIAL - 02 MEDIA COMPLEXIDADE",03 ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,-,-,ATIVO,RUA GARDENIA GONCALVES - S/N,,,65059-680,JOAO DE DEUS,fernandacutrim@outlook.com,FERNANDA CUTRIM MORAES REGO OLIVEIRA,15/04/2004,-,"-2.5590897349972486,-44.23005228533638",-2.5590897349972486,-44.23005228533638
2026,2026/04,NORDESTE,MA,211130,SAO LUIS,5992982,CLINICA DA FAMILIA VILA MARANHAO,MUNICIPIO DE SAO LUIS SECRETARIA MUNICIPAL DE SAUDE,,05.760.293/0001-29,012 ATENCAO BASICA,"SUS|AMBULATORIAL, SUS|SADT",02 CENTRO DE SAUDE/UNIDADE BASICA,,001 UNIDADE BASICA DE SAUDE,PÚBLICO,1031 ORGAO PUBLICO DO PODER EXECUTIVO MUNICIPAL,MUNICIPAL,SIM,"AMBULATORIAL - 01 ATENCAO BASICA, AMBULATORIAL - 02 MEDIA COMPLEXIDADE",03 ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,-,-,ATIVO,CONJ RESIDECIAL VILA MARANHAO - S/N,,,65090-872,VILA MARANHAO,luanaslsilva@gmail.com,LUANA MARIA CARVALHO SILVA,23/10/2025,-,"-2.53599,-44.2972982",-2.53599,-44.2972982
2026,2026/04,NORDESTE,MA,211130,SAO LUIS,2455765,CLINICA DA FAMILIA DO SACAVEM,SECRETARIA MUNICIPAL DE SAUDE,,05.760.293/0001-29,012 ATENCAO BASICA,"SUS|AMBULATORIAL, SUS|SADT",02 CENTRO DE SAUDE/UNIDADE BASICA,,001 UNIDADE BASICA DE SAUDE,PÚBLICO,1031 ORGAO PUBLICO DO PODER EXECUTIVO MUNICIPAL,MUNICIPAL,SIM,AMBULATORIAL - 01 ATENCAO BASICA,03 ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,-,-,ATIVO,AVENIDA PRESIDENTE MEDICI - S/N,,(98)3243-2223,65040-410,SACAVEM,fernandolima2@hotmail.com,LUIS FERNANDO DA CUNHA LIMA,02/06/2004,-,"-2.5578223458788916,-44.261012570655836",-2.5578223458788916,-44.261012570655836
2026,2026/04,NORDESTE,MA,211130,SAO LUIS,2308797,CENTRO DE SAUDE DO RADIONAL,SECRETARIA MUNICIPAL DE SAUDE,,05.760.293/0001-29,012 ATENCAO BASICA,SUS|AMBULATORIAL,02 CENTRO DE SAUDE/UNIDADE BASICA,,001 UNIDADE BASICA DE SAUDE,PÚBLICO,1031 ORGAO PUBLICO DO PODER EXECUTIVO MUNICIPAL,MUNICIPAL,SIM,AMBULATORIAL - 01 ATENCAO BASICA,03 ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,-,-,ATIVO,RUA G - S/N,,,65047-550,RADIONAL,andreza.gomes1@hotmail.com,ANDREZA DA SILVA GOMES,30/10/2001,-,"-2.548090933327575,-44.250212995661094",-2.548090933327575,-44.250212995661094
2026,2026/04,NORDESTE,MA,211130,SAO LUIS,9784950,PROCURADORIA GERAL DA JUSTICA UNIDADE CONSULTORIO MEDICO,ESTADO DO MARANHAO PROCURADORIA GERAL,,05.483.912/0001-85,001 CONSULTA AMBULATORIAL,PLANO DE SAUDE PRIVADO|AMBULATORIAL,02 CENTRO DE SAUDE/UNIDADE BASICA,,016 AMBULATORIO,PÚBLICO,1171 ORGAO PUBLICO AUTONOMO ESTADUAL OU DO DISTRITO FEDERAL,ESTADUAL,NÃO,AMBULATORIAL - 02 MEDIA COMPLEXIDADE,03 ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,-,-,ATIVO,AV CARLOS CUNHA - S/N,,,65076-280,JACARACATY,marconisat@ig.com.br,MARCONI SATUF AMARAL,26/05/2019,-,"-2.51,-44.287",-2.51,-44.287
